title,budget,revenue,popularity,genres,release_date,tconst,year,averageRating,numVotes,profit,ROI,year_tmdb,decade,success_category
The Italian Job,60000000,176070171,62.766854,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",2003-05-30,tt0317740,2003,7.0,406596,116070171,2.93450285,2003,2000,High
Two Weeks Notice,60000000,93354918,24.153567,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",2002-12-19,tt0313737,2002,6.2,134273,33354918,1.5559153,2002,2000,Medium
Antz,60000000,171757863,41.515702,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1998-10-02,tt0120587,1998,6.5,171002,111757863,2.86263105,1998,1990,High
Couples Retreat,70000000,171844840,26.676487,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2009-09-19,tt1078940,2009,5.6,121197,101844840,2.4549262857142855,2009,2000,High
Days of Thunder,60000000,157920733,16.278022,"[{""id"": 12, ""name"": ""Adventure""}]",1990-06-27,tt0099371,1990,6.1,105412,97920733,2.632012216666667,1990,1990,Medium
Cheaper by the Dozen 2,60000000,129181830,18.831023,"[{""id"": 35, ""name"": ""Comedy""}]",2005-12-21,tt0452598,2005,5.6,66965,69181830,2.1530305,2005,2000,Medium
Maze Runner: The Scorch Trials,61000000,311256926,113.161483,"[{""id"": 28, ""name"": ""Action""}]",2015-09-09,tt4046784,2015,6.3,306580,250256926,5.102572557377049,2015,2010,High
Eat Pray Love,60000000,204594016,28.800112,"[{""id"": 18, ""name"": ""Drama""}]",2010-08-12,tt0879870,2010,5.9,113621,144594016,3.4099002666666665,2010,2010,High
RED,58000000,71664962,41.430245,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2010-10-13,tt1245526,2010,7.0,338331,13664962,1.2356027931034483,2010,2010,Medium
Any Given Sunday,55000000,100230832,23.127561,"[{""id"": 18, ""name"": ""Drama""}]",1999-12-16,tt0146838,1999,6.9,131291,45230832,1.8223787636363635,1999,1990,Medium
The Horse Whisperer,60000000,186883563,12.867352,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1998-05-14,tt0119314,1998,6.7,46470,126883563,3.11472605,1998,1990,High
Collateral,65000000,217764291,44.815022,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2004-08-04,tt0369339,2004,7.5,466503,152764291,3.3502198615384615,2004,2000,High
The Scorpion King,60000000,165333180,37.537093,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}]",2002-04-16,tt0277296,2002,5.5,151562,105333180,2.755553,2002,2000,High
Ladder 49,60000000,74541707,10.99991,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2004-10-01,tt0349710,2004,6.5,61072,14541707,1.2423617833333334,2004,2000,Medium
Jack Reacher,60000000,218340595,56.868399,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2012-12-20,tt0790724,2012,7.0,390971,158340595,3.6390099166666667,2012,2010,High
Deep Blue Sea,60000000,73648228,22.991269,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1999-07-28,tt0149261,1999,5.9,151218,13648228,1.2274704666666667,1999,1990,Medium
Contagion,60000000,137551594,38.820858,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2011-09-08,tt0272557,2002,4.2,895,77551594,2.2925265666666665,2011,2010,Medium
Contagion,60000000,137551594,38.820858,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2011-09-08,tt1598778,2011,6.8,330195,77551594,2.2925265666666665,2011,2010,Medium
Coraline,60000000,124596398,51.146047,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2009-02-05,tt0327597,2009,7.8,299330,64596398,2.0766066333333333,2009,2000,Medium
The Happening,60000000,163403799,20.501582,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2008-06-11,tt0061748,1967,5.1,915,103403799,2.72339665,2008,2000,High
The Happening,60000000,163403799,20.501582,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2008-06-11,tt0949731,2008,5.0,226624,103403799,2.72339665,2008,2000,High
Man on Fire,70000000,130293714,45.299089,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2004-04-23,tt0050682,1957,6.5,486,60293714,1.8613387714285714,2004,2000,Medium
Man on Fire,70000000,130293714,45.299089,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2004-04-23,tt0093489,1987,5.8,3545,60293714,1.8613387714285714,2004,2000,Medium
Man on Fire,70000000,130293714,45.299089,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2004-04-23,tt0328107,2004,7.7,418711,60293714,1.8613387714285714,2004,2000,Medium
The Shaggy Dog,50000000,61112916,4.280619,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2006-03-09,tt0053271,1959,6.4,6070,11112916,1.22225832,2006,2000,Medium
The Shaggy Dog,50000000,61112916,4.280619,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2006-03-09,tt0393735,2006,4.4,20996,11112916,1.22225832,2006,2000,Medium
Starsky & Hutch,60000000,170268750,28.848842,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2004-03-05,tt0335438,2004,6.1,161580,110268750,2.8378125,2004,2000,High
Jingle All the Way,60000000,129832389,22.501041,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",1996-11-15,tt0116705,1996,5.8,129976,69832389,2.16387315,1996,1990,Medium
Hellboy,66000000,99318987,47.479755,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2004-04-02,tt0167190,2004,6.9,370016,33318987,1.5048331363636365,2004,2000,Medium
Hellboy,66000000,99318987,47.479755,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2004-04-02,tt2274648,2019,5.3,107252,33318987,1.5048331363636365,2004,2000,Medium
A Civil Action,70000000,56702901,10.147321,"[{""id"": 18, ""name"": ""Drama""}]",1998-03-05,tt0120633,1998,6.6,32644,-13297099,0.8100414428571429,1998,1990,Low
ParaNorman,60000000,107139399,39.539045,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2012-08-03,tt1623288,2012,7.0,117350,47139399,1.78565665,2012,2010,Medium
The Jackal,60000000,159330280,19.747459,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",1997-11-14,tt0119395,1997,6.4,131911,99330280,2.655504666666667,1997,1990,Medium
The Jackal,60000000,159330280,19.747459,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",1997-11-14,tt1757940,2010,6.6,1882,99330280,2.655504666666667,1997,1990,Medium
The Jackal,60000000,159330280,19.747459,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",1997-11-14,tt7262412,2005,2.9,13,99330280,2.655504666666667,1997,1990,Medium
Paycheck,60000000,96269812,29.018826,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2003-12-25,tt0338337,2003,6.3,118285,36269812,1.6044968666666666,2003,2000,Medium
The Tale of Despereaux,60000000,50877145,16.493576,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2008-12-19,tt0420238,2008,6.1,41442,-9122855,0.8479524166666667,2008,2000,Low
Under Siege 2: Dark Territory,60000000,104324083,13.080725,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1995-07-13,tt0114781,1995,5.6,53231,44324083,1.7387347166666667,1995,1990,Medium
Jack Ryan: Shadow Recruit,60000000,50549107,42.538258,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2014-01-15,tt1205537,2014,6.2,142918,-9450893,0.8424851166666667,2014,2010,Low
Joy,60000000,101134059,29.876507,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2015-12-24,tt0076238,1977,6.6,154,41134059,1.68556765,2015,2010,Medium
Joy,60000000,101134059,29.876507,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2015-12-24,tt0085763,1983,4.9,310,41134059,1.68556765,2015,2010,Medium
Joy,60000000,101134059,29.876507,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2015-12-24,tt0154690,1977,5.4,25,41134059,1.68556765,2015,2010,Medium
Joy,60000000,101134059,29.876507,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2015-12-24,tt0480690,2005,6.7,75,41134059,1.68556765,2015,2010,Medium
Joy,60000000,101134059,29.876507,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2015-12-24,tt10243672,2024,7.1,11678,41134059,1.68556765,2015,2010,Medium
Joy,60000000,101134059,29.876507,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2015-12-24,tt1075748,2009,7.1,24,41134059,1.68556765,2015,2010,Medium
Joy,60000000,101134059,29.876507,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2015-12-24,tt1465490,2010,5.9,381,41134059,1.68556765,2015,2010,Medium
Joy,60000000,101134059,29.876507,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2015-12-24,tt2446980,2015,6.6,152243,41134059,1.68556765,2015,2010,Medium
Joy,60000000,101134059,29.876507,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2015-12-24,tt2495188,2012,5.9,54,41134059,1.68556765,2015,2010,Medium
Joy,60000000,101134059,29.876507,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2015-12-24,tt6180144,2016,7.0,45,41134059,1.68556765,2015,2010,Medium
Joy,60000000,101134059,29.876507,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2015-12-24,tt8917752,2018,6.6,1514,41134059,1.68556765,2015,2010,Medium
London Has Fallen,60000000,205754447,61.849521,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2016-03-02,tt3300542,2016,5.9,180227,145754447,3.4292407833333334,2016,2010,High
Alien: Resurrection,70000000,162000000,37.44963,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",1997-11-12,tt0118583,1997,6.2,291605,92000000,2.3142857142857145,1997,1990,Medium
Shooter,61000000,95696996,37.378081,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2007-03-22,tt0822854,2007,7.2,375158,34696996,1.568803213114754,2007,2000,Medium
Shooter,61000000,95696996,37.378081,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2007-03-22,tt11749480,2022,6.9,1391,34696996,1.568803213114754,2007,2000,Medium
Shooter,61000000,95696996,37.378081,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2007-03-22,tt6117124,2016,6.1,70,34696996,1.568803213114754,2007,2000,Medium
Shooter,61000000,95696996,37.378081,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2007-03-22,tt7393218,2012,5.8,7,34696996,1.568803213114754,2007,2000,Medium
The Boxtrolls,60000000,108255770,30.656345,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2014-09-10,tt0787474,2014,6.8,64858,48255770,1.8042628333333333,2014,2010,Medium
Practical Magic,75000000,46683377,15.142701,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",1998-10-16,tt0120791,1998,6.4,106477,-28316623,0.6224450266666667,1998,1990,Low
The Lego Movie,60000000,469160692,59.547928,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2014-02-06,tt1490017,2014,7.7,414778,409160692,7.8193448666666665,2014,2010,High
Reign of Fire,60000000,43061982,27.615108,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",2002-07-12,tt0253556,2002,6.2,152505,-16938018,0.7176997,2002,2000,Low
Gangster Squad,60000000,105200903,29.041198,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2013-01-10,tt1321870,2013,6.7,228733,45200903,1.7533483833333334,2013,2010,Medium
Year One,60000000,62357900,25.293538,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",2009-06-18,tt0071148,1974,5.8,227,2357900,1.0392983333333334,2009,2000,Medium
Year One,60000000,62357900,25.293538,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",2009-06-18,tt0354131,2006,5.0,57,2357900,1.0392983333333334,2009,2000,Medium
Year One,60000000,62357900,25.293538,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",2009-06-18,tt1045778,2009,5.0,108578,2357900,1.0392983333333334,2009,2000,Medium
Year One,60000000,62357900,25.293538,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",2009-06-18,tt21215438,2024,7.4,21,2357900,1.0392983333333334,2009,2000,Medium
Invictus,60000000,122233971,23.85119,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2009-12-10,tt1057500,2009,7.3,174112,62233971,2.03723285,2009,2000,Medium
State of Play,60000000,87784194,21.685719,"[{""id"": 28, ""name"": ""Action""}]",2009-04-17,tt0473705,2009,7.1,166266,27784194,1.4630699,2009,2000,Medium
State of Play,60000000,87784194,21.685719,"[{""id"": 28, ""name"": ""Action""}]",2009-04-17,tt2952692,2013,6.3,182,27784194,1.4630699,2009,2000,Medium
Duplicity,78146652,60000000,13.630049,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2009-03-19,tt0220371,2004,5.5,41,-18146652,0.7677872111526928,2009,2000,Low
Duplicity,78146652,60000000,13.630049,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2009-03-19,tt0368375,2005,5.7,541,-18146652,0.7677872111526928,2009,2000,Low
Duplicity,78146652,60000000,13.630049,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2009-03-19,tt1135487,2009,6.1,53820,-18146652,0.7677872111526928,2009,2000,Low
Duplicity,78146652,60000000,13.630049,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2009-03-19,tt6149902,2017,7.8,20,-18146652,0.7677872111526928,2009,2000,Low
My Favorite Martian,65000000,36850101,6.80692,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",1999-02-11,tt0120764,1999,5.1,15159,-28149899,0.5669246307692307,1999,1990,Low
The Sentinel,60000000,77920346,15.352807,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2006-04-19,tt0076683,1977,6.3,13611,17920346,1.2986724333333333,2006,2000,Medium
The Sentinel,60000000,77920346,15.352807,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2006-04-19,tt0105356,1992,6.4,959,17920346,1.2986724333333333,2006,2000,Medium
The Sentinel,60000000,77920346,15.352807,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2006-04-19,tt0443632,2006,6.1,58261,17920346,1.2986724333333333,2006,2000,Medium
Planet 51,70000000,104945765,23.661071,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",2009-11-19,tt0762125,2009,6.0,61839,34945765,1.4992252142857143,2009,2000,Medium
Star Trek: Nemesis,60000000,67312826,21.605533,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",2002-12-13,tt0253754,2002,6.4,87814,7312826,1.1218804333333334,2002,2000,Medium
Intolerable Cruelty,60000000,119940815,22.620125,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2003-09-02,tt0138524,2003,6.3,105749,59940815,1.9990135833333333,2003,2000,Medium
Edge of Darkness,80000000,74901339,24.657931,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2010-01-29,tt0034694,1943,7.2,3398,-5098661,0.9362667375,2010,2010,Low
Edge of Darkness,80000000,74901339,24.657931,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2010-01-29,tt0096470,1988,5.7,38,-5098661,0.9362667375,2010,2010,Low
Edge of Darkness,80000000,74901339,24.657931,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2010-01-29,tt1226273,2010,6.6,103402,-5098661,0.9362667375,2010,2010,Low
The Relic,60000000,33956608,12.621769,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1997-01-10,tt0120004,1997,5.8,32610,-26043392,0.5659434666666666,1997,1990,Low
Analyze That,60000000,55003135,21.08952,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2002-12-06,tt0289848,2002,5.9,92852,-4996865,0.9167189166666667,2002,2000,Low
Righteous Kill,60000000,73174566,18.380176,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2008-09-11,tt1034331,2008,6.0,95865,13174566,1.2195761,2008,2000,Medium
The Soloist,60000000,31720158,17.299333,"[{""id"": 18, ""name"": ""Drama""}]",2009-04-24,tt0096491,1989,6.3,18,-28279842,0.5286693,2009,2000,Low
The Soloist,60000000,31720158,17.299333,"[{""id"": 18, ""name"": ""Drama""}]",2009-04-24,tt0821642,2009,6.7,56728,-28279842,0.5286693,2009,2000,Low
The Legend of Bagger Vance,80000000,39459427,16.848899,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",2000-11-02,tt0146984,2000,6.7,62207,-40540573,0.4932428375,2000,2000,Low
Almost Famous,60000000,47383689,21.547446,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",2000-09-15,tt0181875,2000,7.9,314735,-12616311,0.78972815,2000,2000,Low
Almost Famous,60000000,47383689,21.547446,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",2000-09-15,tt0208677,1996,7.8,97,-12616311,0.78972815,2000,2000,Low
Almost Famous,60000000,47383689,21.547446,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",2000-09-15,tt7059806,2017,4.8,55,-12616311,0.78972815,2000,2000,Low
xXx: State of the Union,60000000,71073932,36.689223,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2005-04-27,tt0329774,2005,4.5,76593,11073932,1.1845655333333334,2005,2000,Medium
Priest,60000000,78309131,28.350927,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",2011-05-05,tt0110889,1994,7.1,11738,18309131,1.3051521833333333,2011,2010,Medium
Priest,60000000,78309131,28.350927,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",2011-05-05,tt0822847,2011,5.7,129617,18309131,1.3051521833333333,2011,2010,Medium
Sinbad: Legend of the Seven Seas,60000000,26288320,18.815442,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]",2003-07-02,tt0165982,2003,6.8,64083,-33711680,0.4381386666666667,2003,2000,Low
Event Horizon,60000000,26673242,29.787135,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",1997-08-15,tt0119081,1997,6.6,214399,-33326758,0.4445540333333333,1997,1990,Low
Dragonfly,60000000,52322400,8.927137,"[{""id"": 18, ""name"": ""Drama""}]",2002-02-22,tt0075014,1976,5.3,292,-7677600,0.87204,2002,2000,Low
Dragonfly,60000000,52322400,8.927137,"[{""id"": 18, ""name"": ""Drama""}]",2002-02-22,tt0259288,2002,6.1,41501,-7677600,0.87204,2002,2000,Low
Dragonfly,60000000,52322400,8.927137,"[{""id"": 18, ""name"": ""Drama""}]",2002-02-22,tt0287826,2001,5.8,629,-7677600,0.87204,2002,2000,Low
Dragonfly,60000000,52322400,8.927137,"[{""id"": 18, ""name"": ""Drama""}]",2002-02-22,tt2510506,2015,6.0,76,-7677600,0.87204,2002,2000,Low
Dragonfly,60000000,52322400,8.927137,"[{""id"": 18, ""name"": ""Drama""}]",2002-02-22,tt3060772,2013,8.0,13,-7677600,0.87204,2002,2000,Low
Dragonfly,60000000,52322400,8.927137,"[{""id"": 18, ""name"": ""Drama""}]",2002-02-22,tt32383425,2025,7.0,644,-7677600,0.87204,2002,2000,Low
Dragonfly,60000000,52322400,8.927137,"[{""id"": 18, ""name"": ""Drama""}]",2002-02-22,tt3963812,2016,4.8,135,-7677600,0.87204,2002,2000,Low
The Black Dahlia,50000000,49111202,15.213484,"[{""id"": 18, ""name"": ""Drama""}]",2006-09-15,tt0387877,2006,5.6,79771,-888798,0.98222404,2006,2000,Low
Flyboys,60000000,17800000,13.155999,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",2006-09-22,tt0454824,2006,6.5,46290,-42200000,0.2966666666666667,2006,2000,Low
The Last Castle,72000000,27642707,15.433244,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2001-10-19,tt0272020,2001,7.0,91146,-44357293,0.38392648611111113,2001,2000,Low
Supernova,90000000,14828081,5.762037,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2000-01-14,tt0105497,1993,2.3,192,-75171919,0.16475645555555554,2000,2000,Low
Supernova,90000000,14828081,5.762037,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2000-01-14,tt0134983,2000,4.9,20921,-75171919,0.16475645555555554,2000,2000,Low
Supernova,90000000,14828081,5.762037,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2000-01-14,tt10666454,2019,6.7,780,-75171919,0.16475645555555554,2000,2000,Low
Supernova,90000000,14828081,5.762037,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2000-01-14,tt11169050,2020,6.9,16034,-75171919,0.16475645555555554,2000,2000,Low
